month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating Load [kwh],Cooling load [kwh]
4,21,4,3.4,13,19,68,0,-2,66,202.1372549,62.4
4,21,5,3.5,23,16,75,0,0,66,316.5968254,124.2
4,21,6,3.8,16,19,69,0,1,66,210.1520468,91.2
4,21,7,3.5,13,16,74,0.174,2,66,155.5542857,78
4,21,8,4.2,17,21,79,0.204,4,66,179.5883598,112.2
4,21,9,4.0,21,24,63,0.234,6,66,232.0033333,151.2
4,21,10,3.8,1,21,72,0.264,8,66,10.15555556,7.8
4,21,11,3.5,6,23,60,0.294,10,66,64.89904762,50.4
4,21,12,4.0,8,23,75,0.324,13,66,68.51555556,74.4
4,21,13,3.3,22,21,78,0.294,14,66,214.162963,211.2
4,21,14,3.8,7,24,64,0.264,14,66,65.23508772,67.2
4,21,15,3.8,20,22,68,0.234,13,66,184.9824561,186
4,21,16,4.0,24,23,77,0.204,12,66,229.68,216
4,21,17,3.3,22,20,79,0.174,10,66,254.0148148,184.8
4,21,18,3.8,12,22,74,0,8,66,145.6842105,93.6
4,21,19,4.2,29,21,80,0,6,66,327.2857143,208.8
4,21,20,3.5,7,18,60,0,3,66,94.08888889,44.1
4,21,21,4.3,8,17,76,0,0,66,91.57622739,43.2
4,21,22,3.3,19,17,74,0,-2,66,294.4040404,91.2
4,21,23,3.4,28,18,79,0,-3,66,439.3986928,126
4,21,24,4.2,20,19,68,0,-5,66,266.031746,78
4,22,1,3.5,2,18,70,0,-6,66,31.97460317,7.2
4,22,2,4.0,13,18,68,0,-4,66,175.0666667,54.6
4,22,3,3.3,1,17,72,0,-2,66,15.46801347,4.8
4,22,4,3.3,2,18,60,0,-2,66,31.54208754,9.6
4,22,5,4.3,23,16,66,0,0,66,255.5555556,124.2
4,22,6,3.3,30,19,60,0,1,66,454.9494949,171
4,22,7,3.6,6,19,75,0.174,2,66,74.87407407,36
4,22,8,4.3,24,23,78,0.204,4,66,258.5550388,158.4
4,22,9,3.3,30,24,77,0.234,6,66,404.969697,216
4,22,10,4.1,30,22,75,0.264,8,66,290.6666667,234
4,22,11,3.7,27,20,71,0.294,10,66,254.0432432,226.8
4,22,12,3.7,13,23,66,0.324,13,66,118.9597598,120.9
4,22,13,3.9,22,23,61,0.294,14,66,190.7418803,211.2
4,22,14,3.6,30,23,72,0.264,14,66,288.2592593,288
4,22,15,3.3,8,22,67,0.234,13,66,85.0962963,74.4
4,22,16,4.3,4,20,68,0.204,12,66,32.44651163,36
4,22,17,4.2,29,23,77,0.174,10,66,283.1873016,243.6
4,22,18,4.2,5,20,71,0,8,66,52.38095238,39
4,22,19,3.9,21,21,62,0,6,66,252.8376068,151.2
4,22,20,4.3,4,16,68,0,3,66,41.73643411,25.2
4,22,21,3.6,17,18,67,0,0,66,235.2716049,91.8
4,22,22,3.5,30,19,68,0,-2,66,453.1428571,144
4,22,23,3.8,3,18,75,0,-3,66,41.98245614,13.5
4,22,24,3.6,11,16,68,0,-5,66,161.537037,42.9
4,23,1,3.6,8,19,71,0,-6,66,126.6666667,28.8
4,23,2,3.6,20,18,79,0,-4,66,301.9753086,84
4,23,3,3.5,3,16,73,0,-2,66,42.93333333,14.4
4,23,4,4.0,24,17,77,0,-2,66,307.6,115.2
4,23,5,3.7,16,18,78,0,0,66,217.5615616,86.4
4,23,6,4.3,22,17,62,0,1,66,245.3540052,125.4
4,23,7,4.3,2,18,77,0.174,2,66,20.47131783,12
4,23,8,3.4,30,21,76,0.204,4,66,390.3137255,198
4,23,9,3.6,4,24,78,0.234,6,66,49.54567901,28.8
4,23,10,3.9,21,24,74,0.264,8,66,224.4307692,163.8
4,23,11,4.3,15,20,74,0.294,10,66,121.9069767,126
4,23,12,3.7,10,24,73,0.324,13,66,95.05105105,93
4,23,13,3.4,11,21,80,0.294,14,66,104.2196078,105.6
4,23,14,3.9,16,23,65,0.264,14,66,141.0005698,153.6
4,23,15,4.2,20,22,60,0.234,13,66,168.2116402,186
4,23,16,3.9,19,24,71,0.204,12,66,190.0649573,171
4,23,17,4.0,6,22,70,0.174,10,66,59.55333333,50.4
4,23,18,4.2,29,23,71,0,8,66,324.5238095,226.2
4,23,19,3.7,6,23,61,0,6,66,79.45945946,43.2
4,23,20,4.3,2,19,73,0,3,66,22.36692506,12.6
4,23,21,3.8,29,18,73,0,0,66,382.2573099,156.6
4,23,22,3.8,6,18,63,0,-2,66,81.96491228,28.8
4,23,23,3.9,12,16,80,0,-3,66,158.1538462,54
4,23,24,3.7,4,18,71,0,-5,66,59.45945946,15.6
4,24,1,3.6,26,16,60,0,-6,66,390.3209877,93.6
4,24,2,3.8,15,16,76,0,-4,66,206.1403509,63
4,24,3,4.0,29,16,60,0,-2,66,362.8222222,139.2
4,24,4,4.1,30,17,71,0,-2,66,373.1707317,144
4,24,5,4.0,19,19,75,0,0,66,243.0944444,102.6
4,24,6,4.0,8,19,64,0,1,66,99.73333333,45.6
4,24,7,3.8,14,16,76,0.174,2,66,154.6222222,84
4,24,8,4.0,20,24,78,0.204,4,66,236.6222222,132
4,24,9,3.5,16,21,67,0.234,6,66,187.895873,115.2
4,24,10,3.7,17,20,65,0.264,8,66,171.6948949,132.6
4,24,11,3.6,7,24,77,0.294,10,66,75.98888889,58.8
4,24,12,3.8,18,24,70,0.324,13,66,165.9578947,167.4
4,24,13,4.0,1,21,70,0.294,14,66,7.942222222,9.6
4,24,14,3.7,4,22,73,0.264,14,66,36.36276276,38.4
4,24,15,4.0,21,23,73,0.234,13,66,190.9366667,195.3
4,24,16,4.2,24,21,75,0.204,12,66,206.8063492,216
4,24,17,3.7,20,23,68,0.174,10,66,219.5315315,168
4,24,18,4.3,5,21,75,0,8,66,52.53229974,39
4,24,19,3.8,26,23,65,0,6,66,334.0467836,187.2
4,24,20,3.5,21,18,78,0,3,66,283.8666667,132.3
4,24,21,4.1,23,19,77,0,0,66,287.5934959,124.2
4,24,22,3.9,30,16,62,0,-2,66,384.2735043,144
4,24,23,4.2,29,18,73,0,-3,66,366.5661376,130.5
4,24,24,3.5,26,19,72,0,-5,66,416.3301587,101.4
4,25,1,4.2,1,17,75,0,-6,66,13.13756614,3.6
4,25,2,4.0,21,19,69,0,-4,66,288.2833333,88.2
4,25,3,3.9,27,16,61,0,-2,66,346.1538462,129.6
4,25,4,3.7,10,19,70,0,-2,66,143.1231231,48
4,25,5,3.3,1,16,79,0,0,66,14.65319865,5.4
4,25,6,3.8,17,18,63,0,1,66,218.8128655,96.9
4,25,7,3.3,17,18,78,0.174,2,66,226.9643098,102
4,25,8,4.3,5,23,77,0.204,4,66,53.81395349,33
4,25,9,4.0,18,22,61,0.234,6,66,190.26,129.6
4,25,10,3.4,27,20,71,0.264,8,66,298.1647059,210.6
4,25,11,3.6,19,20,70,0.294,10,66,183.5024691,159.6
4,25,12,3.3,26,21,69,0.324,13,66,252.0511785,241.8
4,25,13,3.8,26,22,79,0.294,14,66,226.9450292,249.6
4,25,14,3.7,21,21,62,0.264,14,66,184.4720721,201.6
4,25,15,3.6,1,22,67,0.234,13,66,9.750617284,9.3
4,25,16,3.9,2,20,79,0.204,12,66,18.13789174,18
4,25,17,4.3,24,23,70,0.174,10,66,227.1751938,201.6
4,25,18,4.1,10,24,62,0,8,66,116.9647696,78
4,25,19,3.6,14,24,79,0,6,66,195.8271605,100.8
4,25,20,4.0,25,17,67,0,3,66,286.3888889,157.5
4,25,21,3.6,5,19,73,0,0,66,70.95679012,27
4,25,22,4.0,11,16,80,0,-2,66,138.6,52.8
4,25,23,4.0,14,18,67,0,-3,66,184.8777778,63
4,25,24,4.0,11,19,79,0,-5,66,154.9777778,42.9
4,26,1,3.7,21,17,73,0,-6,66,312.6666667,75.6
4,26,2,3.8,1,17,68,0,-4,66,13.9122807,4.2
4,26,3,4.1,14,18,60,0,-2,66,177.7127371,67.2
4,26,4,3.5,29,16,62,0,-2,66,413.9174603,139.2
4,26,5,3.4,26,16,68,0,0,66,366.0392157,140.4
4,26,6,4.1,3,18,63,0,1,66,35.78861789,17.1
4,26,7,3.8,4,18,68,0.174,2,66,45.90877193,24
4,26,8,3.3,9,24,70,0.204,4,66,128.0969697,59.4
4,26,9,3.9,26,24,78,0.234,6,66,297.2740741,187.2
4,26,10,3.4,14,20,65,0.264,8,66,153.8718954,109.2
4,26,11,4.3,8,24,80,0.294,10,66,72.95503876,67.2
4,26,12,3.3,11,24,66,0.324,13,66,116.1925926,102.3
4,26,13,3.4,14,21,66,0.294,14,66,130.0810458,134.4
4,26,14,4.1,16,24,60,0.264,14,66,138.8921409,153.6
4,26,15,4.0,26,20,71,0.234,13,66,216.32,241.8
4,26,16,4.2,26,22,67,0.204,12,66,228.0296296,234
4,26,17,3.8,16,21,69,0.174,10,66,162.7695906,134.4
4,26,18,3.5,22,20,64,0,8,66,275.7333333,171.6
4,26,19,3.8,19,22,62,0,6,66,239.7777778,136.8
4,26,20,3.5,17,17,67,0,3,66,222.5650794,107.1
4,26,21,4.3,9,18,79,0,0,66,105.3953488,48.6
4,26,22,4.1,5,16,77,0,-2,66,61.30081301,24
4,26,23,3.4,19,19,60,0,-3,66,302.0130719,85.5
4,26,24,3.9,25,17,73,0,-5,66,346.7236467,97.5
4,27,1,4.1,22,16,69,0,-6,66,289.2791328,79.2
4,27,2,4.2,21,18,70,0,-4,66,269.7777778,88.2
4,27,3,3.8,20,17,63,0,-2,66,267.9532164,96
4,27,4,4.1,11,16,68,0,-2,66,133.7886179,52.8
4,27,5,3.5,23,17,69,0,0,66,321.415873,124.2
4,27,6,4.1,24,16,63,0,1,66,274.601626,136.8
4,27,7,3.9,15,19,70,0.174,2,66,171.9316239,90
4,27,8,3.4,12,22,61,0.204,4,66,158.8705882,79.2
4,27,9,4.1,22,20,74,0.234,6,66,216.8520325,158.4
4,27,10,3.6,13,21,64,0.264,8,66,138.7148148,101.4
4,27,11,3.7,26,23,66,0.294,10,66,264.1537538,218.4
4,27,12,3.5,29,22,64,0.324,13,66,272.9866667,269.7
4,27,13,3.5,3,22,77,0.294,14,66,28.35428571,28.8
4,27,14,4.0,9,21,63,0.264,14,66,73.03,86.4
4,27,15,4.3,18,24,79,0.234,13,66,157.544186,167.4
4,27,16,4.3,16,21,75,0.204,12,66,134.6645995,144
4,27,17,3.7,15,23,68,0.174,10,66,164.6486486,126
4,27,18,3.7,1,20,63,0,8,66,11.86786787,7.8
4,27,19,3.4,3,24,65,0,6,66,43.96078431,21.6
4,27,20,3.9,21,18,76,0,3,66,254.2735043,132.3
4,27,21,3.7,6,16,70,0,0,66,77.76576577,32.4
4,27,22,3.8,9,18,68,0,-2,66,122.8421053,43.2
4,27,23,4.0,20,19,76,0,-3,66,271.1111111,90
4,27,24,3.7,11,19,62,0,-5,66,166.3543544,42.9
4,28,1,4.2,1,17,74,0,-6,66,13.12698413,3.6
4,28,2,3.9,4,18,75,0,-4,66,55.56695157,16.8
4,28,3,4.3,14,18,73,0,-2,66,169.5917313,67.2
4,28,4,4.3,30,19,61,0,-2,66,369.7674419,144
4,28,5,3.4,4,16,60,0,0,66,56.52287582,21.6
4,28,6,3.3,19,18,64,0,1,66,281.3535354,108.3
4,28,7,4.2,27,17,74,0.174,2,66,275.6571429,162
4,28,8,3.9,8,21,79,0.204,4,66,91.01310541,52.8
4,28,9,3.6,5,23,64,0.234,6,66,59.92592593,36
4,28,10,3.9,11,20,80,0.264,8,66,107.0290598,85.8
4,28,11,3.7,30,22,75,0.294,10,66,299.9279279,252
4,28,12,3.6,14,23,61,0.324,13,66,132.5333333,130.2
4,28,13,3.8,13,20,79,0.294,14,66,106.6304094,124.8
4,28,14,3.6,24,22,66,0.264,14,66,222.162963,230.4
4,28,15,3.7,27,24,80,0.234,13,66,274.9621622,251.1
4,28,16,4.3,11,20,76,0.204,12,66,90.1374677,99
4,28,17,4.2,10,22,62,0.174,10,66,94.52910053,84
4,28,18,3.6,7,24,64,0,8,66,93.07407407,54.6
4,28,19,3.3,3,22,60,0,6,66,43.67676768,21.6
4,28,20,4.0,29,18,73,0,3,66,341.3944444,182.7
4,28,21,3.9,16,18,77,0,0,66,206.2222222,86.4
4,28,22,3.9,21,19,72,0,-2,66,285.6239316,100.8
4,28,23,3.8,30,17,61,0,-3,66,410.5263158,135
4,28,24,3.4,12,16,69,0,-5,66,186.745098,46.8
4,29,1,4.3,8,19,63,0,-6,66,105.881137,28.8
4,29,2,3.4,10,18,79,0,-4,66,159.869281,42
4,29,3,3.8,5,17,64,0,-2,66,66.92982456,24
4,29,4,3.3,26,19,76,0,-2,66,419.3265993,124.8
4,29,5,3.8,25,16,63,0,0,66,315.2046784,135
4,29,6,3.6,5,18,65,0,1,66,67.80864198,28.5
4,29,7,4.2,9,17,70,0.174,2,66,91.5047619,54
4,29,8,3.7,2,23,69,0.204,4,66,24.82402402,13.2
4,29,9,3.5,6,22,74,0.234,6,66,72.70857143,43.2
4,29,10,3.9,27,21,80,0.264,8,66,269.6307692,210.6
4,29,11,3.8,8,23,74,0.294,10,66,79.8877193,67.2
4,29,12,3.8,24,21,65,0.324,13,66,201.4877193,223.2
4,29,13,4.0,5,20,71,0.294,14,66,38.51666667,48
4,29,14,4.3,15,22,67,0.264,14,66,116.4031008,144
4,29,15,4.1,9,22,75,0.234,13,66,77.83414634,83.7
4,29,16,3.5,19,20,73,0.204,12,66,190.5549206,171
4,29,17,3.7,26,23,60,0.174,10,66,286.6402402,218.4
4,29,18,3.8,24,24,79,0,8,66,305.4035088,187.2
4,29,19,3.7,12,20,71,0,6,66,149.1891892,86.4
4,29,20,4.0,5,18,71,0,3,66,58.75,31.5
4,29,21,3.6,4,19,63,0,0,66,56.56790123,21.6
4,29,22,3.7,19,18,68,0,-2,66,266.3423423,91.2
4,29,23,4.0,2,19,76,0,-3,66,27.11111111,9
4,29,24,3.9,8,16,75,0,-5,66,109.0826211,31.2
4,30,1,3.4,18,16,74,0,-6,66,286.5882353,64.8
4,30,2,3.6,18,16,73,0,-4,66,260.4444444,75.6
4,30,3,3.3,10,19,61,0,-2,66,160.6060606,48
4,30,4,3.7,20,18,72,0,-2,66,281.3213213,96
4,30,5,4.3,27,19,80,0,0,66,322.744186,145.8
4,30,6,4.0,16,18,73,0,1,66,196.3555556,91.2
4,30,7,4.3,29,17,64,0.174,2,66,287.3922481,174
4,30,8,3.3,2,22,62,0.204,4,66,27.25387205,13.2
4,30,9,3.6,6,22,69,0.234,6,66,70.31851852,43.2
4,30,10,4.2,17,24,71,0.264,8,66,168.1650794,132.6
4,30,11,4.3,14,21,72,0.294,10,66,116.7462532,117.6
4,30,12,3.8,17,23,76,0.324,13,66,153.4573099,158.1
4,30,13,3.8,7,20,67,0.294,14,66,56.43391813,67.2
4,30,14,3.6,25,20,66,0.264,14,66,217.5308642,240
4,30,15,3.8,20,20,62,0.234,13,66,174.9239766,186
4,30,16,3.5,6,23,62,0.204,12,66,65.08952381,54
4,30,17,4.1,12,24,69,0.174,10,66,121.9252033,100.8
4,30,18,3.4,13,24,77,0,8,66,184.5490196,101.4
4,30,19,4.0,9,20,69,0,6,66,103.3,64.8
4,30,20,3.8,11,19,62,0,3,66,138.8187135,69.3
4,30,21,3.9,19,18,66,0,0,66,242.5071225,102.6
4,30,22,3.9,18,18,71,0,-2,66,240,86.4
4,30,23,3.5,23,19,62,0,-3,66,354.5650794,103.5
4,30,24,4.3,14,19,75,0,-5,66,182.9043928,54.6
11,1,1,3.9,16,16,64,0,-10,71,236.96,19.2
11,1,2,4.0,3,16,64,0,-9,71,42.42,4.05
11,1,3,4.2,4,19,70,0,-9,71,56.84,5.4
11,1,4,4.2,18,16,60,0,-8,71,238.63,27
11,1,5,3.5,28,16,75,0,-8,71,440.96,42
11,1,6,3.7,20,19,76,0,-7,71,311.35,33
11,1,7,4.0,8,17,60,0.153,-7,71,104.93,13.2
11,1,8,3.4,12,24,76,0.183,-5,71,202.44,23.4
11,1,9,3.5,13,21,65,0.213,-2,71,184.25,31.2
11,1,10,3.4,17,20,61,0.243,0,71,228.49,45.9
11,1,11,4.1,7,24,73,0.273,1,71,82.00,19.95
11,1,12,4.2,17,23,69,0.303,3,71,177.27,53.55
11,1,13,3.8,13,23,76,0.273,5,71,144.60,44.85
11,1,14,3.5,12,21,61,0.243,8,71,127.88,46.8
11,1,15,4.3,4,23,61,0.213,8,71,37.51,15.6
11,1,16,4.2,29,23,74,0.183,7,71,287.22,108.75
11,1,17,4.3,11,23,74,0.153,6,71,111.09,39.6
11,1,18,3.4,19,24,74,0,4,71,280.75,62.7
11,1,19,3.7,28,22,61,0,2,71,384.43,84
11,1,20,3.5,18,17,73,0,-1,71,245.62,45.9
11,1,21,4.3,17,18,75,0,-4,71,208.43,35.7
11,1,22,3.8,20,19,71,0,-7,71,301.05,33
11,1,23,4.2,9,18,76,0,-8,71,123.43,13.5
11,1,24,3.6,16,17,77,0,-9,71,256.36,21.6
11,2,1,4.2,21,17,73,0,-10,71,292.80,25.2
11,2,2,3.9,30,18,79,0,-9,71,454.15,40.5
11,2,3,4.1,11,18,65,0,-9,71,157.97,14.85
11,2,4,3.8,13,19,70,0,-8,71,200.06,19.5
11,2,5,3.5,29,17,77,0,-8,71,467.98,43.5
11,2,6,3.8,25,19,61,0,-7,71,381.58,41.25
11,2,7,3.9,21,18,76,0.153,-7,71,286.39,34.65
11,2,8,3.4,3,23,77,0.183,-5,71,49.62,5.85
11,2,9,4.3,26,21,68,0.213,-2,71,298.50,62.4
11,2,10,3.6,23,24,74,0.243,0,71,319.04,62.1
11,2,11,3.3,29,20,74,0.273,1,71,380.58,82.65
11,2,12,3.3,16,24,69,0.303,3,71,218.17,50.4
11,2,13,3.9,19,20,65,0.273,5,71,188.77,65.55
11,2,14,3.6,27,23,61,0.243,8,71,297.73,105.3
11,2,15,3.4,26,24,79,0.213,8,71,316.34,101.4
11,2,16,4.2,14,20,70,0.183,7,71,126.12,52.5
11,2,17,4.3,23,24,77,0.153,6,71,239.99,82.8
11,2,18,4.0,1,24,66,0,4,71,12.60,3.3
11,2,19,3.9,10,20,73,0,2,71,122.46,30
11,2,20,3.3,4,19,71,0,-1,71,60.61,10.2
11,2,21,4.0,7,19,62,0,-4,71,95.06,14.7
11,2,22,3.5,6,19,71,0,-7,71,98.06,9.9
11,2,23,4.0,23,19,67,0,-8,71,337.64,34.5
11,2,24,3.4,24,16,68,0,-9,71,396.99,32.4
11,3,1,4.3,2,18,64,0,-10,71,27.98,2.4
11,3,2,4.0,19,16,62,0,-9,71,269.42,25.65
11,3,3,3.3,8,19,67,0,-9,71,145.26,10.8
11,3,4,3.3,21,16,67,0,-8,71,350.76,31.5
11,3,5,3.7,25,16,73,0,-8,71,371.35,37.5
11,3,6,3.8,27,16,60,0,-7,71,387.09,44.55
11,3,7,3.8,22,19,67,0.153,-7,71,314.41,36.3
11,3,8,3.5,11,22,66,0.183,-5,71,172.72,21.45
11,3,9,4.1,10,23,79,0.213,-2,71,127.24,24
11,3,10,4.3,25,21,75,0.243,0,71,269.87,67.5
11,3,11,4.1,16,24,64,0.273,1,71,188.98,45.6
11,3,12,4.2,26,20,77,0.303,3,71,250.82,81.9
11,3,13,3.3,12,24,62,0.273,5,71,159.23,41.4
11,3,14,3.6,2,24,70,0.243,8,71,22.32,7.8
11,3,15,4.3,9,22,79,0.213,8,71,81.56,35.1
11,3,16,4.0,26,23,66,0.183,7,71,271.42,97.5
11,3,17,3.7,1,20,70,0.153,6,71,10.72,3.6
11,3,18,3.3,13,23,74,0,4,71,193.19,42.9
11,3,19,3.8,23,21,76,0,2,71,297.79,69
11,3,20,4.3,3,16,61,0,-1,71,32.93,7.65
11,3,21,3.9,30,19,78,0,-4,71,416.62,63
11,3,22,4.2,26,17,66,0,-7,71,341.71,42.9
11,3,23,3.5,26,19,62,0,-8,71,439.18,39
11,3,24,3.7,17,19,71,0,-9,71,273.84,22.95
11,4,1,3.7,25,17,72,0,-10,71,395.14,30
11,4,2,4.3,9,18,62,0,-9,71,123.74,12.15
11,4,3,4.3,9,17,61,0,-9,71,121.40,12.15
11,4,4,3.7,29,18,74,0,-8,71,450.21,43.5
11,4,5,4.3,6,17,62,0,-8,71,79.14,9
11,4,6,4.1,22,19,64,0,-7,71,309.93,36.3
11,4,7,3.8,17,17,61,0.153,-7,71,234.36,28.05
11,4,8,3.9,22,21,65,0.183,-5,71,303.70,42.9
11,4,9,4.1,30,21,78,0.213,-2,71,363.56,72
11,4,10,3.3,14,22,63,0.243,0,71,203.37,37.8
11,4,11,3.9,25,23,76,0.273,1,71,301.71,71.25
11,4,12,4.2,4,22,64,0.303,3,71,40.95,12.6
11,4,13,3.3,16,23,75,0.273,5,71,204.54,55.2
11,4,14,4.1,10,24,61,0.243,8,71,99.75,39
11,4,15,3.6,30,24,72,0.213,8,71,340.06,117
11,4,16,4.0,28,21,77,0.183,7,71,276.06,105
11,4,17,4.3,29,20,77,0.153,6,71,270.22,104.4
11,4,18,4.1,27,21,68,0,4,71,307.14,89.1
11,4,19,4.3,13,20,65,0,2,71,145.36,39
11,4,20,4.1,29,17,76,0,-1,71,339.51,73.95
11,4,21,4.1,26,19,61,0,-4,71,344.98,54.6
11,4,22,3.8,20,19,71,0,-7,71,301.05,33
11,4,23,3.8,18,17,76,0,-8,71,267.16,27
11,4,24,4.1,17,17,66,0,-9,71,238.83,22.95
11,5,1,4.2,16,18,66,0,-10,71,228.57,19.2
11,5,2,3.7,4,19,73,0,-9,71,64.61,5.4
11,5,3,4.3,19,18,69,0,-9,71,258.75,25.65
11,5,4,3.3,10,17,77,0,-8,71,171.15,15
11,5,5,4.2,7,17,77,0,-8,71,94.13,10.5
11,5,6,3.9,11,19,79,0,-7,71,163.14,18.15
11,5,7,4.0,27,16,76,0.153,-7,71,342.81,44.55
11,5,8,4.2,9,21,61,0.183,-5,71,116.05,17.55
11,5,9,4.3,2,23,61,0.213,-2,71,24.34,4.8
11,5,10,4.0,23,24,73,0.243,0,71,286.68,62.1
11,5,11,3.9,1,22,76,0.273,1,71,11.76,2.85
11,5,12,3.8,14,24,70,0.303,3,71,165.48,44.1
11,5,13,3.7,4,24,68,0.273,5,71,46.82,13.8
11,5,14,4.3,12,20,65,0.243,8,71,99.84,46.8
11,5,15,4.0,9,20,66,0.213,8,71,81.74,35.1
11,5,16,4.1,21,23,61,0.183,7,71,215.93,78.75
11,5,17,3.8,14,24,72,0.153,6,71,163.83,50.4
11,5,18,3.3,25,23,61,0,4,71,375.76,82.5
11,5,19,3.8,5,22,66,0,2,71,66.32,15
11,5,20,3.9,7,17,78,0,-1,71,86.44,17.85
11,5,21,4.3,9,17,61,0,-4,71,108.84,18.9
11,5,22,3.9,17,18,73,0,-7,71,244.80,28.05
11,5,23,3.4,23,18,66,0,-8,71,389.65,34.5
11,5,24,4.0,25,16,61,0,-9,71,355.00,33.75
11,6,1,3.3,16,16,79,0,-10,71,280.44,19.2
11,6,2,4.0,18,18,75,0,-9,71,264.24,24.3
11,6,3,3.9,3,16,78,0,-9,71,43.51,4.05
11,6,4,4.2,22,17,65,0,-8,71,295.85,33
11,6,5,4.0,6,19,75,0,-8,71,88.08,9
11,6,6,4.0,17,18,73,0,-7,71,238.68,28.05
11,6,7,3.6,13,16,62,0.153,-7,71,184.55,21.45
11,6,8,3.5,13,23,71,0.183,-5,71,207.10,25.35
11,6,9,3.8,17,23,60,0.213,-2,71,234.45,40.8
11,6,10,3.4,24,20,80,0.243,0,71,322.00,64.8
11,6,11,3.8,6,23,78,0.273,1,71,74.57,17.1
11,6,12,4.3,17,23,78,0.303,3,71,174.73,53.55
11,6,13,3.4,14,20,64,0.273,5,71,159.88,48.3
11,6,14,3.8,5,22,68,0.243,8,71,49.92,19.5
11,6,15,3.4,10,24,66,0.213,8,71,120.96,39
11,6,16,4.2,9,20,69,0.183,7,71,81.25,33.75
11,6,17,4.1,4,22,79,0.153,6,71,41.59,14.4
11,6,18,3.6,22,22,64,0,4,71,294.31,72.6
11,6,19,3.9,18,22,80,0,2,71,234.09,54
11,6,20,3.3,8,16,68,0,-1,71,113.07,20.4
11,6,21,3.3,5,19,73,0,-4,71,81.45,10.5
11,6,22,4.3,6,18,71,0,-7,71,78.14,9.9
11,6,23,4.3,7,18,67,0,-8,71,93.64,10.5
11,6,24,3.9,9,19,79,0,-9,71,139.02,12.15
11,7,1,3.4,27,18,73,0,-10,71,474.56,32.4
11,7,2,3.9,19,19,78,0,-9,71,293.09,25.65
11,7,3,3.9,1,17,63,0,-9,71,14.83,1.35
11,7,4,4.2,13,17,67,0,-8,71,174.32,19.5
11,7,5,4.0,20,18,72,0,-8,71,286.40,30
11,7,6,4.0,30,16,62,0,-7,71,407.40,49.5
11,7,7,3.3,24,16,77,0.153,-7,71,369.94,39.6
11,7,8,4.1,26,22,76,0.183,-5,71,348.51,50.7
11,7,9,3.9,3,22,76,0.213,-2,71,39.02,7.2
11,7,10,3.7,18,23,65,0.243,0,71,238.27,48.6
11,7,11,3.3,19,23,65,0.273,1,71,271.45,54.15
11,7,12,4.3,26,22,78,0.303,3,71,259.98,81.9
11,7,13,3.6,17,22,60,0.273,5,71,196.19,58.65
11,7,14,3.9,4,24,61,0.243,8,71,41.95,15.6
11,7,15,4.3,14,24,62,0.213,8,71,134.94,54.6
11,7,16,4.1,9,22,77,0.183,7,71,89.20,33.75
11,7,17,4.2,5,21,68,0.153,6,71,48.84,18
11,7,18,3.3,9,20,66,0,4,71,124.36,29.7
11,7,19,3.4,24,24,71,0,2,71,369.88,72
11,7,20,4.2,20,16,66,0,-1,71,222.86,51
11,7,21,3.3,13,17,65,0,-4,71,203.59,27.3
11,7,22,3.7,30,18,70,0,-7,71,454.70,49.5
11,7,23,3.9,15,17,78,0,-8,71,217.54,22.5
11,7,24,4.1,29,19,77,0,-9,71,424.96,39.15
11,8,1,4.0,5,18,71,0,-10,71,74.50,6
11,8,2,3.9,16,17,75,0,-9,71,235.98,21.6
11,8,3,4.1,13,19,65,0,-9,71,190.50,17.55
11,8,4,3.7,29,18,64,0,-8,71,452.71,43.5
11,8,5,4.2,17,16,67,0,-8,71,223.10,25.5
11,8,6,3.6,21,18,80,0,-7,71,330.87,34.65
11,8,7,3.4,24,16,75,0.153,-7,71,357.93,39.6
11,8,8,4.1,28,21,69,0.183,-5,71,365.48,54.6
11,8,9,3.5,25,20,64,0.213,-2,71,346.34,60
11,8,10,3.6,10,23,68,0.243,0,71,135.38,27
11,8,11,3.5,26,24,67,0.273,1,71,357.96,74.1
11,8,12,3.4,22,21,70,0.303,3,71,267.35,69.3
11,8,13,3.8,1,22,73,0.273,5,71,10.74,3.45
11,8,14,4.3,23,23,73,0.243,8,71,208.91,89.7
11,8,15,3.9,14,21,77,0.213,8,71,135.00,54.6
11,8,16,4.1,13,23,74,0.183,7,71,131.89,48.75
11,8,17,3.6,27,23,62,0.153,6,71,329.30,97.2
11,8,18,4.1,16,20,66,0,4,71,177.95,52.8
11,8,19,3.6,12,21,78,0,2,71,164.53,36
11,8,20,3.9,25,16,75,0,-1,71,299.49,63.75
11,8,21,3.7,12,16,60,0,-4,71,165.02,25.2
11,8,22,4.3,19,18,66,0,-7,71,249.21,31.35
11,8,23,4.0,18,17,60,0,-8,71,255.96,27
11,8,24,4.1,26,19,77,0,-9,71,381.00,35.1
11,9,1,3.7,1,19,72,0,-10,71,16.45,1.2
11,9,2,3.4,13,16,72,0,-9,71,214.42,17.55
11,9,3,3.4,20,16,67,0,-9,71,331.29,27
11,9,4,3.7,3,19,80,0,-8,71,47.94,4.5
11,9,5,3.5,21,17,74,0,-8,71,337.44,31.5
11,9,6,4.1,3,18,74,0,-7,71,41.15,4.95
11,9,7,4.1,16,17,62,0.153,-7,71,204.12,26.4
